インスタンスタイプ,インスタンスファミリー,インスタンスサイズ,アベイラビリティーゾーン,無料利用枠の対象,無料トライアルが利用できます,ベアメタル,ハイパーバイザー,vCPU,アーキテクチャ,コア,有効なコア,コアごとのスレッド,コアあたり有効なスレッド,持続クロック速度 (GHz),メモリ (GiB),ストレージ (GB),ローカルインスタンスストレージ,ストレージタイプ,ストレージディスク数,EBS 暗号化のサポート,EBS 最適化のサポート,ネットワークパフォーマンス,ベースライン帯域幅 (Gbps),バースト帯域幅 (Gbps),ENA 対応,ネットワークインターフェイスの最大数,インターフェイスあたりの IPv4 アドレス,インターフェイスあたりの IPv6 アドレス,IPv6 サポート,サポートされているプレイスメントグループ戦略,GPU,FPGA,自動復旧のサポート,サポートされているルートデバイスタイプ,Dedicated Host のサポート,オンデマンド休止のサポート,バースト可能パフォーマンスのサポート,現行世代,ENA Express のサポート,オンデマンド Windows 料金(USD/時間),オンデマンド Linux 料金(USD/時間),オンデマンド SUSE 料金(USD/時間),オンデマンド RHEL 料金(USD/時間),"オンデマンド ap-northeast-1-tpe-1 Windows 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 SUSE 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 RHEL 料金(USD/時間)","オンデマンド ap-northeast-1-tpe-1 Linux 料金(USD/時間)",最大帯域幅 (Mbps),最大スループット (MB/秒､128 KiB I/O),最大 IOPS (16 KiB I/O),ベースラインの帯域幅 (Mbps),ベースラインスループット (MB/秒、128 KiB I/O),ベースライン IOPS (16 KiB I/O)
c6a.12xlarge,c6a,12xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,16,24",2,"1,2",3.6,96,-,-,-,-,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,4.5192,2.3112,2.4362,2.4412,,,,,15000,1875,60000,15000,1875,60000
c6a.16xlarge,c6a,16xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"4,6,8,10,12,14,16,32",2,"1,2",3.6,128,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.0256,3.0816,3.2066,3.2116,,,,,20000,2500,80000,20000,2500,80000
c6a.24xlarge,c6a,24xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,32,48",2,"1,2",3.6,192,-,-,-,-,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,9.0384,4.6224,4.7474,4.7524,,,,,30000,3750,120000,30000,3750,120000
c6a.32xlarge,c6a,32xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,256,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,12.0512,6.1632,6.2882,6.2932,,,,,40000,5000,160000,40000,5000,160000
c6a.48xlarge,c6a,48xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,192,x86_64,96,"8,12,16,20,24,28,32,64,96",2,"1,2",3.6,384,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,18.0768,9.2448,9.3698,9.3748,,,,,40000,5000,240000,40000,5000,240000
c6a.metal,c6a,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,192,x86_64,96,-,2,-,3.6,384,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,18.0768,9.2448,9.3698,9.3748,,,,,40000,5000,240000,40000,5000,240000
c6g.medium,c6g,medium,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.5,2,-,-,-,-,supported,default,max 10G,0.5,10,required,2,4,4,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0428,0.0738,0.1028,,,,,4750,593.75,20000,315,39.38,2500
c6g.large,c6g,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0856,0.1419,0.1456,,,,,4750,593.75,20000,630,78.75,3600
c6g.xlarge,c6g,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,-,-,-,-,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.1712,0.2275,0.2312,,,,,4750,593.75,20000,1188,148.5,6000
c6g.2xlarge,c6g,2xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,-,-,-,-,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.3424,0.4674,0.4724,,,,,4750,593.75,20000,2375,296.88,12000
c6g.4xlarge,c6g,4xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,-,-,-,-,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.6848,0.8098,0.8148,,,,,4750,593.75,20000,4750,593.75,20000
c6g.8xlarge,c6g,8xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,-,-,-,-,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,1.3696,1.4946,1.4996,,,,,9500,1187.5,40000,9500,1187.5,40000
c6g.12xlarge,c6g,12xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,-,-,-,-,supported,default,20G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,2.0544,2.1794,2.1844,,,,,14250,1781.25,50000,14250,1781.25,50000
c6g.16xlarge,c6g,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,2.7392,2.8642,2.8692,,,,,19000,2375,80000,19000,2375,80000
c6g.metal,c6g,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,64,arm64,64,-,1,-,2.5,128,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,2.7392,2.8642,2.8692,,,,,19000,2375,80000,19000,2375,80000
c6gd.medium,c6gd,medium,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.5,2,59,True,ssd,1,supported,default,max 10G,0.5,10,required,2,4,4,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.049,0.08,0.109,,,,,4750,593.75,20000,315,39.38,2500
c6gd.large,c6gd,large,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,4,118,True,ssd,1,supported,default,max 10G,0.75,10,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.098,0.1543,0.158,,,,,4750,593.75,20000,630,78.75,3600
c6gd.xlarge,c6gd,xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,237,True,ssd,1,supported,default,max 10G,1.25,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.196,0.2523,0.256,,,,,4750,593.75,20000,1188,148.5,6000
c6gd.2xlarge,c6gd,2xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,474,True,ssd,1,supported,default,max 10G,2.5,10,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.392,0.517,0.522,,,,,4750,593.75,20000,2375,296.88,12000
c6gd.4xlarge,c6gd,4xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,950,True,ssd,1,supported,default,max 10G,5,10,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,0.784,0.909,0.914,,,,,4750,593.75,20000,4750,593.75,20000
c6gd.8xlarge,c6gd,8xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,1900,True,ssd,1,supported,default,12G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,1.568,1.693,1.698,,,,,9500,1187.5,40000,9500,1187.5,40000
c6gd.12xlarge,c6gd,12xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,2850,True,ssd,2,supported,default,20G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,2.352,2.477,2.482,,,,,14250,1781.25,50000,14250,1781.25,50000
c6gd.16xlarge,c6gd,16xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,3.136,3.261,3.266,,,,,19000,2375,80000,19000,2375,80000
c6gd.metal,c6gd,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,64,arm64,64,-,1,-,2.5,128,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,,3.136,3.261,3.266,,,,,19000,2375,80000,19000,2375,80000
c6gn.medium,c6gn,medium,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,1,arm64,1,1,1,1,2.5,2,-,-,-,-,supported,default,max 16G,1.6,16,required,2,4,4,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0545,0.0855,0.1145,,,,,9500,1187.5,40000,760,95,2500
c6gn.large,c6gn,large,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,2,arm64,2,"1,2",1,1,2.5,4,-,-,-,-,supported,default,max 25G,3,25,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.109,0.1653,0.169,,,,,9500,1187.5,40000,1235,154.38,5000
c6gn.xlarge,c6gn,xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,-,-,-,-,supported,default,max 25G,6.3,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.218,0.2743,0.278,,,,,9500,1187.5,40000,2375,296.88,10000
c6gn.2xlarge,c6gn,2xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,-,-,-,-,supported,default,max 25G,12.5,25,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.436,0.561,0.566,,,,,9500,1187.5,40000,4750,593.75,20000
c6gn.4xlarge,c6gn,4xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,32,-,-,-,-,supported,default,max 25G,15,25,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.872,0.997,1.002,,,,,9500,1187.5,40000,9500,1187.5,40000
c6gn.8xlarge,c6gn,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,64,-,-,-,-,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,1.744,1.869,1.874,,,,,19000,2375,80000,19000,2375,80000
c6gn.12xlarge,c6gn,12xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,48,arm64,48,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48",1,1,2.5,96,-,-,-,-,supported,default,75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,-,-,-,TRUE,FALSE,,2.616,2.741,2.746,,,,,28500,3562.5,120000,28500,3562.5,120000
c6gn.16xlarge,c6gn,16xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,,3.488,3.613,3.618,,,,,38000,4750,160000,38000,4750,160000
c6i.large,c6i,large,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,4,-,-,-,-,supported,default,max 12.5G,0.781,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.199,0.107,0.1633,0.167,,,,,10000,1250,40000,650,81.25,3600
c6i.xlarge,c6i,xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,-,-,-,-,supported,default,max 12.5G,1.562,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.398,0.214,0.2703,0.274,,,,,10000,1250,40000,1250,156.25,6000
c6i.2xlarge,c6i,2xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,-,-,-,-,supported,default,max 12.5G,3.125,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,0.796,0.428,0.553,0.558,,,,,10000,1250,40000,2500,312.5,12000
c6i.4xlarge,c6i,4xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,-,-,-,-,supported,default,max 12.5G,6.25,12.5,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,1.592,0.856,0.981,0.986,,,,,10000,1250,40000,5000,625,20000
c6i.8xlarge,c6i,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,64,-,-,-,-,supported,default,12.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,3.184,1.712,1.837,1.842,,,,,10000,1250,40000,10000,1250,40000
c6i.12xlarge,c6i,12xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,-,-,-,-,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,True,-,TRUE,FALSE,4.776,2.568,2.693,2.698,,,,,15000,1875,60000,15000,1875,60000
c6i.16xlarge,c6i,16xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,128,-,-,-,-,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,6.368,3.424,3.549,3.554,,,,,20000,2500,80000,20000,2500,80000
c6i.24xlarge,c6i,24xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,-,-,-,-,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,9.552,5.136,5.261,5.266,,,,,30000,3750,120000,30000,3750,120000
c6i.32xlarge,c6i,32xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,12.736,6.848,6.973,6.978,,,,,40000,5000,160000,40000,5000,160000
c6i.metal,c6i,metal,"az4, az2, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,256,-,-,-,-,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,TRUE,12.736,6.848,6.973,6.978,,,,,40000,5000,160000,40000,5000,160000
c6id.large,c6id,large,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,4,118,True,ssd,1,supported,default,max 12.5G,0.781,12.5,required,3,10,10,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.2201,0.1281,0.1844,0.1881,,,,,10000,1250,40000,650,81.25,3600
c6id.xlarge,c6id,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,237,True,ssd,1,supported,default,max 12.5G,1.562,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.4402,0.2562,0.3125,0.3162,,,,,10000,1250,40000,1250,156.25,6000
c6id.2xlarge,c6id,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,474,True,ssd,1,supported,default,max 12.5G,3.125,12.5,required,4,15,15,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,0.8804,0.5124,0.6374,0.6424,,,,,10000,1250,40000,2500,312.5,12000
c6id.4xlarge,c6id,4xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.5,32,950,True,ssd,1,supported,default,max 12.5G,6.25,12.5,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,1.7608,1.0248,1.1498,1.1548,,,,,10000,1250,40000,5000,625,20000
c6id.8xlarge,c6id,8xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.5,64,1900,True,ssd,1,supported,default,12.5G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,3.5216,2.0496,2.1746,2.1796,,,,,10000,1250,40000,10000,1250,40000
c6id.12xlarge,c6id,12xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.5,96,2850,True,ssd,2,supported,default,18.75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,5.2824,3.0744,3.1994,3.2044,,,,,15000,1875,60000,15000,1875,60000
c6id.16xlarge,c6id,16xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,128,3800,True,ssd,2,supported,default,25G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,True,-,TRUE,FALSE,7.0432,4.0992,4.2242,4.2292,,,,,20000,2500,80000,20000,2500,80000
c6id.24xlarge,c6id,24xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,5700,True,ssd,4,supported,default,37.5G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,FALSE,10.5648,6.1488,6.2738,6.2788,,,,,30000,3750,120000,30000,3750,120000
c6id.32xlarge,c6id,32xlarge,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,7600,True,ssd,4,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,14.0864,8.1984,8.3234,8.3284,,,,,40000,5000,160000,40000,5000,160000
c6id.metal,c6id,metal,"az1, az4, az2",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,256,7600,True,ssd,4,supported,default,50G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,-,ebs,True,-,-,TRUE,TRUE,14.0864,8.1984,8.3234,8.3284,,,,,40000,5000,160000,40000,5000,160000
c6in.large,c6in,large,"az4, az2, az1",FALSE,FALSE,FALSE,nitro,2,x86_64,1,1,2,"1,2",3.5,4,-,-,-,-,supported,default,max 25G,3.125,25,required,3,10,10,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.2348,0.1428,0.1991,0.2028,,,,,20000,2500,87500,1250,156.25,5468
c6in.xlarge,c6in,xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,-,-,-,-,supported,default,max 30G,6.25,30,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.4696,0.2856,0.3419,0.3456,,,,,20000,2500,87500,2500,312.5,10937
c6in.2xlarge,c6in,2xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,16,-,-,-,-,supported,default,max 40G,12.5,40,required,4,15,15,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,0.9392,0.5712,0.6962,0.7012,,,,,20000,2500,87500,5000,625,21875
c6in.4xlarge,c6in,4xlarge,"az4, az1, az2",FALSE,FALSE,FALSE,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,32,-,-,-,-,supported,default,max 50G,25,50,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,1.8784,1.1424,1.2674,1.2724,,,,,20000,2500,87500,10000,1250,43750
c6in.8xlarge,c6in,8xlarge,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,64,-,-,-,-,supported,default,50G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,3.7568,2.2848,2.4098,2.4148,,,,,20000,2500,87500,20000,2500,87500
c6in.12xlarge,c6in,12xlarge,"az1, az4, az2",FALSE,FALSE,FALSE,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,96,-,-,-,-,supported,default,75G,-,-,required,8,30,30,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,5.6352,3.4272,3.5522,3.5572,,,,,30000,3750,131250,30000,3750,131250
c6in.16xlarge,c6in,16xlarge,"az2, az1, az4",FALSE,FALSE,FALSE,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,128,-,-,-,-,supported,default,100G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,7.5136,4.5696,4.6946,4.6996,,,,,40000,5000,175000,40000,5000,175000
c6in.24xlarge,c6in,24xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,192,-,-,-,-,supported,default,150G,-,-,required,15,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,11.2704,6.8544,6.9794,6.9844,,,,,60000,7500,262500,60000,7500,262500
c6in.32xlarge,c6in,32xlarge,"az1, az2, az4",FALSE,FALSE,FALSE,nitro,128,x86_64,64,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,256,-,-,-,-,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,15.0272,9.1392,9.2642,9.2692,,,,,80000,10000,350000,80000,10000,350000
c6in.metal,c6in,metal,"az2, az4, az1",FALSE,FALSE,TRUE,,128,x86_64,64,-,2,-,3.5,256,-,-,-,-,supported,default,200G,-,-,required,14,50,50,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,15.0272,9.1392,9.2642,9.2692,,,,,80000,10000,350000,80000,10000,350000
c7g.medium,c7g,medium,"az2, az4, az1",FALSE,FALSE,FALSE,nitro,1,arm64,1,-,1,-,2.6,2,-,-,-,-,supported,default,max 12.5G,0.52,12.5,required,2,4,4,True,"cluster, partition, spread",-,-,True,ebs,True,-,-,TRUE,FALSE,,0.0455,0.1018,0.1055,,,,,10000,1250,40000,315,39.38,2500
